Actual,Message,Predicted
Bullish,b'$SNAP Comparing to $FB during IPO makes no sense. 5 years for social media is like a lifetime.Valuations higher now that social media proven',None
None,b'$TWTR lol the Twitter BULLS(HIT)S in here... look at $FB... that&#39;s the real deal',None
None,b'$FB Just as solid as a rock',None
None,b'What&#39;s in Store for Twitter (TWTR) This Earnings Season?\n http://bit.ly/240417TWTR3 $TWTR $FB',None
None,b'@long_time_lurker expecting a rotation from big tech into financials in the next 2 weeks. $AAPL $GOOG $FB $AMZN $BAC $GS $JPM $MS $WFC $C',None
None,b'$BAC nice close! Better than most of it&#39;s peers. Need a non-event tomorrow w/ N. Korea for bigger move in the 10 yr. $SPY $JPM $GS $GOOG $FB',Bullish
None,b'$FB has anyone noticed $fb has not had a significant pull back this year? I was wondering why i didnt buy enough cus there i didnt see a dip',None
None,b'Snapchat: What You Should And Shouldn&#39;t Believe https://seekingalpha.com/article/4064688?source=ansh $SNAP# $FB# $GOOGL# $TWTR# $GOOG',None
None,b'$FB as always some profit taking ...',None
None,b'Earnings reports will make or break these 5 popular stocks $NVDA $AAPL $FB http://finance.yahoo.com/news/earnings-reports-break-5-popular-122340963.html',None
Bearish,b'$FB Earnings is going to crater this to $120',None
Bearish,b'$fb 3:57 dump',None
Bullish,b'After $GOOG reports earnings $AAPL $FB $CMG $TWTR $TSLA is next in line. It&#39;s going to be an exciting few weeks.',Bullish
None,b'$FB Rising Risks At #Facebook https://seekingalpha.com/article/4064521-rising-risks-facebook',None
Bullish,b'$FB all the way up !!',None
None,b'$FB to $150 in a jiffy',None
Bullish,b'$FB $aapl Cmon over inflated RSI&#39;s!!! Pop bubble!!',None
None,b'$FB should be trading at 180 by now',None
Bullish,b'$FB woohoooo',None
None,b'What to Watch For When Twitter Reports Earnings on Wednesday http://bit.ly/240417TWTR2 $TWTR $SNAP $FB',None
None,b'$SPY $AAPL $GOOG $FB $BAC $JPM $GS - earnings have been great. Financials are due for a strong bounce back to highs',Bullish
None,b'$SPY $AAPL $GOOG $FB $BAC $JPM $GS - if N. Korea/Trump don&#39;t provoke on another tomorrow# market will have continue the relief rally.',Bearish
None,b'$SPY $AAPL $GOOG $FB $BAC $JPM $GS- the 10 yr hasn&#39;t moved as anticipated. Market worried about N. Korea (army&#39;s 85th anniversary tomorrow)',None
Bullish,b'$FB Great Business Model/CEO/Management/Earnings/Prospects/Vision/Performance/Following/Analyst PTs. This is not a surprise. Bears beware.?',Bullish
None,b'$FB just broke to HOD ...',None
None,b'$FB Max Pain is 141.00 for maturity 04/28/2017. Prev Close = 143.68.  http://bit.ly/2od90Xt',None
Bullish,b'$FB  New High Imminent!!!',None
Bullish,b'$FB does it break 5 handle ...hmm waiting for day traders to take profit',Bearish
None,b'Excerpts: Sandberg recounts grief and building resilience $FB https://www.marketbeat.com/n/3650190/',None
Bearish,b'$FB I disagree with the price here',Bearish
Bullish,b'$Fb high resistance at 145.45. Need more volume. Day traders started selling here.',None
Bullish,b'$FB what are the chances this is our $100 move year?  Like a other FANG stocks have had.',None
Bearish,b'$AAPL $fb Time to bail',Bearish
Bullish,b'$FB  #leggo',None
None,b'$FB gonna explode',None
Bullish,b'$FB $GOOGL  ---   ATH',None
Bullish,b'$SNAP Bears compare P/S ratio to $FB at IPO. Market conditions and sentiment changes over time. Social media now well understood.',None
None,b'$FB SPECULATION - Existing IntraDay SHORT $145.XX | 600% Allocation | averaged out at 145.XX  for a minor loss of .1X',Bearish
None,b'$FB $AAPL  will tomorrow be another green day?',None
None,b'$FB I think everyone should give this stock a round of applause .. always shakes out the weak and then rips to ATH .. badazz ???',Bearish
None,b'$FB I worry when it hits all time high. But oh well.  Bought some May calls just for fun.',Bearish
Bullish,b'$FB ER in focus.',None
None,b'$AAPL $FB Stopped out of my May puts this morning.  Good thing I still have 5000 shares of Apple in my IRA since the late 1990&#39;s.',Bearish
Bullish,b'$FB buying to accelerate going to close.',None
Bullish,b'New high and breakout for $FB #9 overall Best Stocks Now App. I remain long.',Bullish
None,b'$FB $aapl ZZZzzz ZZZ zzz',None
None,b'Facebook Inc (NASDAQ:FB): What Has Happened to Instagram? https://t.co/zw90upXcQ9 $FB',None
None,b'$FB typical action ahead of ER getting the pop. Would like to sell some calls closer to 147 and let profit taking hit this before ER.',None
None,b'$MITK acting like $fb before every ER.',None
None,b'$FB $GOOGL $AMZN $NFLX $DIA $SPY $SPX $QQQ $NDX Look at charts of AMZN# NFLX# GOOGL after their 12th year of trading.  FB will soar too.',None
None,b'$FB $GOOGL $NFLX $AMZN $DIA $SPY $SPX $QQQ $NDX  FB is monopolistic business like other FANG stocks. FB is only about 12 yrs old.',Bearish
None,b'Are my eyes deceiving me or does $FB have a great technical rating? Take a look yourself on http://stockcharts.chartmill.com/u/B1ZGLpoAe',None
None,b'$FB Is Apple Intentionally Going To Delay The High-End iPhone 8 Launch? http://www.forbes.com/sites/jaysomaney/2017/04/24/is-apple-intentionally-going-to-delay-the-high-end-iphone-8-launch/?utm_source=yahoo&amp;utm_medium=partner&amp;utm_campaign=yahootix&amp;partner=yahootix&amp;yptr=yahoo via https://finzine.com',Bearish
None,b'$FB HOD 145.67 lets see if it breaks before some profit taking',Bearish
Bullish,b'$FB volume coming in. Break up possible.',Bearish
None,b'$FB Stubborn DOJI showing up on the daily.....caution....looks like we didn&#39;t get that break out afterall',Bearish
Bearish,b'$TWTR losing battle against $fb',Bearish
None,b'$FB look for a dip into close today# profit taking',None
None,b'$FB Strength towards Earnings Announcment',Bullish
Bullish,b'$FB 158 PT after ER.',None
None,b'@harmongreg BBands on 15 min VERY narrow on $SPY $QQQ $AAPL $FB',None
None,b'$FB Pacific Crest reiterates Overweight rating# $155 PT https://stocknews.com/news/fb-pacific-crest-reiterates-overweight-rating-155-pt/',None
None,b'$FB Instagram still down. Pretty long outage',Bearish
Bullish,b'$BABA  TO 120   $FB  TO 150',None
None,b'$fb Instagram still out',None
None,b'$FB  #Facebook : Video Ad Growth Should Contribute to Solid Q1 - https://goo.gl/hehi5r',None
None,b'$FB 75?? What r u smoking?',None
None,b'$FB Instagram outage',Bearish
None,b'$FB 175 first stop',None
Bearish,b'$FB to 75 with you',None
None,b'$FB $aapl Lunch for the &quot;big guys&quot; is over.....I&#39;m telling you we are just stuck in this range now. The pattern has been pop and yawn',None
Bullish,b'$Fb go higher. Buying time for ER.',None
None,b'Rising Risks At Facebook https://seekingalpha.com/article/4064521-rising-risks-facebook?source=tweet $SNAP $FB',None
None,b'Facebook&#39;s overweight rating reiterated at Pacific Crest. $155.00 PT. http://www.marketbeat.com/r/807067 $FB',None
Bullish,b'$FB cytr ???',None
None,b'@millerrockefeller Here&#39;s an update: $GS calls went higher and I booked profits earlier on $JPM $BAC $FB calls',None
Bullish,b'$FB  May 5 $145 Call @ $3.15 still looks good!!',Bullish
None,b'4.24.17 Elliott Wave Updates For F.A.N.G.  - $FB $AMZN $NFLX $GOOGL   http://wavegenius.com/4-24-17-elliott-wave-updates-for-f-a-n-g-fb-amz',None
Bullish,b'$FB $aapl General consolidation area this last 1.5 hours.....expect a huge move up towards the end of the day',None
None,b'$AAPL catch up to $FB FB IS ON FIRE BEST STOCK EVER',Bullish
None,b'$FB Time for a stink bid vertical put spread entry# for old times&#39; sake. Entering an order to sell the May 140/135 Put spread for $1# small.',None
Bullish,b'$FB  We break $146 today..Probably close $145.88. Vix way down.Dow still above 1%.. Blowout Earnings next week $155 plus!!!',Bearish
Bullish,b'$FB $aapl Big move up on the way!! Unstoppable!!!',None
None,b'Having 5000 shares of Apple in my IRA is good today. But I stopped out on my May $AAPL $FB  puts. Boo!',None
None,b'Many one product companies $CMG $GOOG $FB $TSLA $NVDA Few multi product cos $MSFT $AMZN $F $GM Possible 1 product $AAPL Zero product $TWTR',None
None,b'$FB no we don&#39;t',None
None,b'$FB $aapl You&#39;ll see a move once they snap 15.20 $uvxy',None
None,b'$FB easy',Bullish
None,b'$FB $aapl Seems typical for the move to happen by morning and just puke out by the closing bell....hmm# gets annoying after awhile',Bearish
Bullish,b'$FB green today w/ 4 ? signals like MACD gold ?. Sup/Res=142.17/nan. Wanna enter? https://goo.gl/LXx3C4',None
None,b'$FB Facebook Holds Annual F8 Developer Conference http://tradinggods.net/trading-gods-blog/facebook-holds-annual-f8-developer-conference/',None
Bullish,b'$FB When this splits# even more retail will flock in. 200+ in 2 years',None
None,b'$FB Here&#39;s how Mark Zuckerberg became the fifth richest person alive http://www.cnbc.com/id/104422269?__source=yahoo%7Cfinance%7Cheadline%7Cheadline%7Cstory&amp;par=yahoo&amp;doc=104422269&amp;yptr=yahoo via https://finzine.com',None
Bullish,b'$FB Rippin...',None
Bullish,b'$FB WHERE IS SLIM #WeMissYou',None
None,b'$TWTR No worries# $fb $wb $snap are all up by only 1% or more as well.  ?',Bearish
None,b'$FB earning report coming today right?',None
None,b'$SNAP $FB',None
None,b'354 stocks making new 52 week highs today: $GOOGL $MSFT $FB (11:20am CT)',None
None,b'$SNAP had $473 million in losses at IPO while $FB had almost a billion in earnings. Snap cannot be valued at 6X what FB was valued at IPO.',Bearish
None,b'$SPY Per report Swiss Central Bank close to becoming Majority shareholders of $AAPL already Majority shareholder of $FB. Printing Benefits',None
None,b'$SNAP In no possible world is Snap worth 6X as much as $FB at the IPO. Divide Snap&#39;s $17 IPO price by 6 = $2.83. Insanely overvalued now.',Bearish
None,b'Albania opposition blocks main roads before June 18 vote $FB https://www.marketbeat.com/n/3650017/',Bearish
None,b'$GS 220 CALLS #NailedIt  $NFLX 150 CALLS #NailedIt \n$FB &amp; $SBUX Working #WeMakeItRain',None
None,b'$SNAP has P/S ratio of nearly 60X. $FB had P/S ratio of 10X at time of its 2012 IPO. And FB was making money# while Snap has huge losses.',Bearish
Bullish,b'$AAPL $FB Looking prime.....Watch these once $uvxy breaks down below intraday lows',Bearish
None,b'Why Facebook Inc  Stock Will Cool Down After Q1 Earnings $FB @facebook http://bit.ly/2pWWRTO  http://bit.ly/FBFNTTS',None
None,b'$IBM $FB $GOOG $GOOGL',None
None,b'Snap Inc Stock Is Finally Falling Apart $SNAP @snapchat $FB http://bit.ly/2q748ji http://bit.ly/SNAPTTS',None
None,b'$TSLA $FB Tesla Turns Heads with Upcoming Foray into Trucking# Facebook Looks to Be an AR Trendsetter https://www.smarteranalyst.com/2017/04/24/tesla-inc-tsla-turns-heads-upcoming-foray-trucking-facebook-inc-fb-looks-ar-trendsetter/',None
Bullish,b'$FB Expecting 150 before beginning of summer time',None
Bullish,b'$FB $148 UPSIDE target# but needs to hold the gap',None
None,b'$FB Nice isnt it. This is your winner today.',Bullish
Bullish,b'@KayconeTrader let me know when u need me to kick out the Chair we can do it Live on $fb',None
None,b'$SNAP In no possible world should this money-loser be compared w $FB IPO in 2012. Snap cash burn rate = insolvency',Bearish
None,b'$FB stick to your strategy',None
Bullish,b'$FB 150 +   EOW',None
Bullish,b'$FB floor traders take lunch at 11 chicago time 12 NYC volume slows# check back 12 noon Chi# 1 p.m. NYC for convergence of price',None
Bullish,b'$Fb try to break 145.60 barrier now. Buying here.',Bearish
Bullish,b'$FB The pullback is over....146.50 close on the way',None
None,b'$FB Doubt it will pull back.',Bearish
None,b'$FB might get some pull back now to 144.50',None
None,b'$FB if it closes above 5 handle# it will run ... next resistance level is 145.5',None
None,b'$FB No this is real.',None
None,b'$FB always a run up to earnings# and then the sell-off',None
None,b'$FB Going to run up.',None
None,b'$FB starting to collapse down. May put in a topping tail. I love this as a short based off technical resistance and extension move.',Bearish
None,b'$FB Well# go on BUY THIS.',None
None,b'Warren Buffett Lost A Lot Of Money On IBM Last Week https://benzinga.com/z/9318099 $IBM $FB $GOOG $GOOGL',Bearish
None,b'$FB Got an 80% pop on may C while the stock went sideways this morning. This is where I double down right @1simpletrader?',None
None,b'Why YouTube Is Worth More Than $NFLX $YHOO $TWTR But Only A Fraction Of $FB $AMZN || $GOOG $GOOGL || http://bit.ly/2oSuWq5',None
None,b'671 New 52-Week Highs $MSFT $FEZ $EFA $QQQ $SAN $FB $BCR $EZU $BABA $CMCSA $BBRY $VGK $JD $SBUX $JD $YHOO $CSX https://marketchameleon.com/Reports/Equity52WeekHighsAndLows',None
None,b'$FB $GOOG $GOOGL Video Content Quality Issues Have Meaningful Implications for $SNAP http://bit.ly/2paPpHp',None
None,b'$FB  Looks like that was the bottom',None
None,b'Most Popular Social Network: Is $SNAP Beating $FB? http://bit.ly/2ofGhfR',Bullish
None,b'$FB it was fake',None
None,b'$FB that means it was fake',None
None,b'$FB it&#39;s a bit contradictory',Bearish
None,b'$FB article appears to be bunk',None
None,b'$FB +1.39% today on the high at $145.67#a new life time high. Shares are up +20% in 2017 &amp; +33% in 52 wks.',None
None,b'$FB article was from  the Australian. Did not post link &#39;cause it required subscription and could not be viewed',None
None,b'$FB This is a great time to sell some.',Bullish
None,b'$FB ahhhh gobble gobble LOVE MY NVDA the AI is Superior and GOOGL knows it',Bullish
None,b'$FB Trading Session Minute By Minute VWAPs For 24-Apr-2017 https://marketchameleon.com/Overview/FB/VwapTable/',None
Bullish,b'$FB $AAPL  wednesday and thursday will be good also',Bullish
None,b'$AAPL Has Around 40% Odds of Being First $1 Trillion Company? Can $GOOG $GOOGL $MSFT $FB Pass It Up? http://bit.ly/2ohtcX8',None
None,b'$FB 144.50&#39;s very possible from here',None
Bullish,b'Buying opportunity who missed it $FB',None
None,b'Key Takeaways From Cowen&#39;s Preview Of Q1 Earnings From Amazon# Twitter &amp; More https://benzinga.com/z/9335312 $AMZN $FB $GOOG $TWTR $IAC $MTCH $SNAP',None
None,b'$FB overstatement of Facebook\x92s metrics used to gauge the effectiveness of advertising is far bigger than previously thought',Bearish
None,b'$FB negative article being circulated',Bearish
None,b'$SPY Remember the Swiss Central Bank was the smartest in taking control of SPY stocks and has more Shares in $FB then Mark Zuckerberg',None
Bearish,b'@StockLover101 $AAPL $FB It&#39;s actually just the idea of a tax reform.....nothing set in stone yet',None
None,b'Not a strong 60 min chart. $FB',Bullish
None,b'$FB @CaballoBlanco JUNE 146s ITM!!!!',None
Bullish,b'$FB will never go down',None
Bearish,b'Why Facebook Stock Will Slow Down After Q1 Earnings $FB - http://investorplace.com/2017/04/why-facebook-inc-fb-stock-will-cool-down-after-q1-earnings/',Bearish
None,b'Worried About a Downturn? Why These Stocks Would Be Set To Outperform $AAPL $AMZN $BA $BABA $DIS $FB $GOOG $GOOGL http://bit.ly/2pGfxHu',None
None,b'$FB Stock Chart Signals 90% Chance Of Pull Back# See Why I Am Short... https://verifiedinvesting.com/pro-traders/article?aid=1996',None
None,b'$FB the greater the FLOAT relative to earnings# the greater the HUMAN WILL controls PRICE',Bullish
None,b'$FB Float 2.32B that mean MM and ALgo can PLAY HARDBALL - human WILL is stronger HERE',Bullish
Bullish,b'$FB Yeah Baby!',None
Bullish,b'$FB 1st time in last 4 years I have thought about taking profits before earnings. I won&#39;t# but this has been a larger than normal ER run up',None
None,b'$FB big fat boy# who needs to prove its FATness on earning day.. FB may FB may NOT',None
None,b'$FB yeah boi!',None
